estu_nacionalidad	estu_depto_reside	estu_mcpio_reside	estu_estudiante	estu_nse_individual	estu_nse_establecimiento	punt_lectura_critica	punt_matematicas	punt_c_naturales	punt_sociales_ciudadanas	punt_ingles	punt_global	cole_jornada	cole_naturaleza	cole_area_ubicacion	fami_estratovivienda	estu_edad	estu_genero	fami_situacioneconomica	fami_comecarnepescadohuevo	fami_numlibros	estu_dedicacionlecturadiaria	estu_dedicacioninternet	fami_tienecomputador	tiene_vehiculo	edu_max_padres	hacinamiento	trabaja_cat	glo	cole_tipo
COLOMBIA	TOLIMA	ORTEGA	ESTUDIANTE	2	2	41	37	39	44	35	199	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	ALPUJARRA	ESTUDIANTE	3	2	58	64	55	59	53	293	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	PURIFICACIÓN	ESTUDIANTE	3	2	40	52	45	34	44	214	UNICA	OFICIAL	URBANO	Estrato 3	Edad.17a18	M	Igual	Todos o casi todos los días	26 A 100 LIBROS	Más de 2 horas	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	LÉRIDA	ESTUDIANTE	2	2	54	54	53	53	52	267	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Peor	Todos o casi todos los días	11 A 25 LIBROS	Más de 2 horas	Más de 3 horas	No	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	60	57	59	45	61	278	MAÑANA	OFICIAL	URBANO	Estrato 4	Edad.17a18	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	ATACO	ESTUDIANTE	1	2	41	34	38	37	34	186	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.17a18	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	SAN ANTONIO	ESTUDIANTE	2	2	41	44	38	29	49	194	MAÑANA	OFICIAL	RURAL	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	30 minutos o menos	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	4	3	65	68	65	63	54	322	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	VENADILLO	ESTUDIANTE	2	2	60	61	59	56	48	291	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Mejor	1 o 2 veces por semana	26 A 100 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Alto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	62	65	63	55	54	303	MAÑANA	NO OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Mejor	Todos o casi todos los días	26 A 100 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	2	55	48	52	47	45	250	MAÑANA	OFICIAL	RURAL	Estrato 3	Edad.17a18	M	Igual	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	PURIFICACIÓN	ESTUDIANTE	3	3	69	66	67	68	71	339	MAÑANA	NO OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Igual	Todos o casi todos los días	MÁS DE 100 LIBROS	No leo por entretenimiento	Más de 3 horas	No	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	ARMERO	ESTUDIANTE	2	2	52	56	53	53	50	266	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	COELLO	ESTUDIANTE	2	2	47	54	61	51	58	268	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.15a16	M	Igual	Nunca o rara vez comemos eso	26 A 100 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	67	67	60	62	73	323	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	43	37	40	53	46	217	MAÑANA	NO OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	30 minutos o menos	Si	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	58	49	47	48	51	253	TARDE	OFICIAL	URBANO	Estrato 3	Edad.17a18	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	3	3	49	50	51	39	57	240	MAÑANA	NO OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Igual	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	PLANADAS	ESTUDIANTE	3	2	47	61	61	58	47	280	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Igual	3 a 5 veces por semana	26 A 100 LIBROS	Entre 1 y 2 horas	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Técnico	HAC.SI	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	2	2	41	23	42	34	39	177	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	HONDA	ESTUDIANTE	4	3	53	54	48	52	64	263	COMPLETA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/No_Oficial
COLOMBIA	TOLIMA	LÍBANO	ESTUDIANTE	1	2	49	46	43	33	48	216	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Peor	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	2	2	55	47	49	40	46	238	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.17a18	F	Igual	1 o 2 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	74	69	63	66	74	342	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.17a18	F	Peor	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	63	48	55	53	55	274	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Peor	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.SI	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	NATAGAIMA	ESTUDIANTE	3	2	45	50	51	47	46	240	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	RONCESVALLES	ESTUDIANTE	3	2	49	55	52	45	51	252	UNICA	OFICIAL	RURAL	Sin Estrato	Edad.15a16	M	Igual	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	4	53	46	64	24	61	239	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.15a16	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	PALOCABILDO	ESTUDIANTE	2	2	67	64	68	62	56	323	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Mejor	3 a 5 veces por semana	26 A 100 LIBROS	Más de 2 horas	Entre 1 y 3 horas	Si	VEH.No	Edu.Primaria	HAC.SI	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	3	2	45	51	52	44	54	242	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Mejor	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	ALVARADO	ESTUDIANTE	3	2	54	55	58	45	56	266	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Peor	3 a 5 veces por semana	26 A 100 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	59	45	43	55	71	260	TARDE	OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Peor	3 a 5 veces por semana	11 A 25 LIBROS	Más de 2 horas	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	55	59	55	57	63	285	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.17a18	F	Igual	1 o 2 veces por semana	11 A 25 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	No	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	62	56	57	61	63	297	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	No	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	ORTEGA	ESTUDIANTE	1	1	56	52	47	41	51	246	TARDE	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	No Navega Internet	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	2	2	66	53	54	61	66	295	TARDE	OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Peor	3 a 5 veces por semana	11 A 25 LIBROS	Entre 1 y 2 horas	Entre 30 y 60 minutos	No	VEH.No	Edu.Profesional	HAC.NO	Trabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	PURIFICACIÓN	ESTUDIANTE	2	2	48	49	44	51	27	232	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Peor	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	70	66	74	60	77	341	COMPLETA	NO OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.No	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	52	44	54	44	59	247	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.17a18	F	Mejor	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	1	2	56	56	59	61	53	288	UNICA	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	71	60	59	66	61	319	TARDE	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	49	58	55	49	43	260	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Mejor	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	PURIFICACIÓN	ESTUDIANTE	2	2	55	71	58	65	59	310	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	PLANADAS	ESTUDIANTE	2	2	34	15	36	27	32	142	UNICA	OFICIAL	RURAL	Estrato 2	Edad.17a18	M	Mejor	1 o 2 veces por semana	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	LÍBANO	ESTUDIANTE	3	2	70	70	56	65	53	322	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Mejor	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	CAJAMARCA	ESTUDIANTE	2	2	53	55	52	43	45	252	UNICA	OFICIAL	URBANO	Estrato 3	Edad.17a18	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	1	2	55	42	53	55	46	254	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Peor	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	CAJAMARCA	ESTUDIANTE	2	2	58	48	57	61	46	276	UNICA	OFICIAL	URBANO	Estrato 5	Edad.15a16	M	Igual	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	55	48	46	54	62	258	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	Nunca o rara vez comemos eso	0 A 10 LIBROS	30 minutos o menos	30 minutos o menos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	56	53	56	58	74	286	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.15a16	F	Mejor	3 a 5 veces por semana	26 A 100 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/No_Oficial
COLOMBIA	TOLIMA	SAN ANTONIO	ESTUDIANTE	2	2	47	52	48	28	53	222	MAÑANA	OFICIAL	RURAL	Estrato 2	Edad.15a16	F	Igual	1 o 2 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	Si	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	52	35	43	47	49	223	MAÑANA	OFICIAL	URBANO	Estrato 4	Edad.15a16	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	VENADILLO	ESTUDIANTE	3	2	40	36	44	42	27	197	MAÑANA	OFICIAL	RURAL	Estrato 3	Edad.15a16	M	Mejor	1 o 2 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	75	73	69	67	68	354	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	48	55	51	40	50	243	MAÑANA	NO OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	LÍBANO	ESTUDIANTE	2	2	61	58	53	56	52	283	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	ROVIRA	ESTUDIANTE	1	2	40	48	52	47	41	232	UNICA	OFICIAL	RURAL	Estrato 1	Edad.15a16	M	Mejor	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	No Navega Internet	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	72	52	61	67	61	314	COMPLETA	NO OFICIAL	URBANO	Estrato 5	Edad.17a18	M	Mejor	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	68	75	64	64	69	339	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.15a16	M	Igual	3 a 5 veces por semana	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.No	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	61	56	42	44	51	254	MAÑANA	OFICIAL	URBANO	Estrato 4	Edad.17a18	M	Mejor	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	4	54	58	56	63	62	290	COMPLETA	NO OFICIAL	URBANO	Sin Estrato	Edad.17a18	M	Peor	Nunca o rara vez comemos eso	MÁS DE 100 LIBROS	No leo por entretenimiento	No Navega Internet	Si	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/No_Oficial
COLOMBIA	TOLIMA	PURIFICACIÓN	ESTUDIANTE	1	2	49	43	37	33	31	199	UNICA	OFICIAL	RURAL	Estrato 1	Edad.17a18	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Más de 3 horas	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	46	38	47	39	60	219	MAÑANA	OFICIAL	URBANO	Estrato 4	Edad.15a16	F	Mejor	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	SAN ANTONIO	ESTUDIANTE	1	2	42	23	28	35	30	159	MAÑANA	OFICIAL	RURAL	Estrato 2	Edad.17a18	F	Mejor	Nunca o rara vez comemos eso	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	56	46	48	46	60	249	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	3 a 5 veces por semana	26 A 100 LIBROS	Entre 1 y 2 horas	Más de 3 horas	Si	VEH.No	Edu.Técnico	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	VENADILLO	ESTUDIANTE	2	2	46	48	38	36	47	212	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	Entre 1 y 2 horas	30 minutos o menos	No	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	LÍBANO	ESTUDIANTE	3	2	60	52	55	59	51	280	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	No	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	3	3	59	58	59	57	62	293	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	ARMERO	ESTUDIANTE	3	2	52	58	56	50	54	270	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Peor	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	47	55	40	37	68	233	MAÑANA	NO OFICIAL	URBANO	Estrato 3	Edad.17a18	M	Mejor	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	FLANDES	ESTUDIANTE	2	2	45	40	37	40	47	205	UNICA	OFICIAL	RURAL	Estrato 1	Edad.15a16	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Más de 3 horas	No	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	58	70	54	57	50	295	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	2	2	59	69	63	54	63	307	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
